business_name,business_postal_code,inspection_date,month,day,inspection_score,risk_category
Focaccia Market Bakery,94103,2019-05-28,5,28,85.0,Moderate Risk
Kingdom of Dumpling,94116,2019-07-03,7,3,58.0,High Risk
Sichuan Home Inc,94118,2018-08-07,8,7,84.0,Moderate Risk
Krua Thai Kitchen,94103,2018-03-15,3,15,88.0,Low Risk
Won Kok Restaurant,94127,2016-12-06,12,6,73.0,High Risk
Grand Coffee,94110,2018-07-17,7,17,88.0,Low Risk
DON RAMON,94103,2016-11-18,11,18,96.0,Moderate Risk
Saap Ver,94103,2019-05-22,5,22,84.0,Low Risk
Lucky Horseshoe Bar LLC,94110,2019-05-03,5,3,90.0,Moderate Risk
Extreme Pizza,94103,2016-08-23,8,23,80.0,High Risk
ARIAKE,94118,2017-07-07,7,7,78.0,High Risk
Fire of Brazil Express,94103,2019-01-16,1,16,94.0,Moderate Risk
Sutter Fine Foods,94109,2017-02-06,2,6,83.0,Low Risk
Wok And Go,94110,2017-06-27,6,27,70.0,Low Risk
LE PETITT'S KITCHEN,94109,2018-04-25,4,25,98.0,Low Risk
Yama Sushi Restaurant,94112,2019-05-28,5,28,78.0,Moderate Risk
THE LUCKY PIG,94109,2018-08-02,8,2,87.0,High Risk
HEUNG YUEN RESTAURANT,94110,2017-10-02,10,2,74.0,Moderate Risk
Round Table Pizza,94109,2018-07-11,7,11,69.0,High Risk
Homegrown Sustainable Sandwiches,94111,2018-02-13,2,13,92.0,Moderate Risk
7 Eleven Store #2366-22627D,94118,2016-09-27,9,27,86.0,Low Risk
Pizzelle Di North Beach,94133,2017-07-18,7,18,90.0,Low Risk
Fox and Lion Bread Co,94124,2018-06-07,6,7,96.0,Moderate Risk
TENDERLOIN ELEMENTARY SCHOOL,94102,2018-10-18,10,18,81.0,Low Risk
The Sycamore,94110,2019-07-16,7,16,98.0,Low Risk
Alioto's,94133,2017-08-03,8,3,86.0,High Risk
J & E Restaurant,94110,2017-08-10,8,10,82.0,Low Risk
ENO,94102,2017-03-03,3,3,83.0,Moderate Risk
Clay Oven Indian Cuisine,94131,2018-07-02,7,2,80.0,Low Risk
Taqueria Castillo B,94102,2018-02-22,2,22,88.0,Low Risk
Baby Blues BBQ San Francisco Inc,94110,2016-09-23,9,23,90.0,Low Risk
Urban Putt,94110,2017-09-21,9,21,92.0,Moderate Risk
TURO CAFE AND GRILL LLC,94112,2019-08-14,8,14,81.0,Moderate Risk
Me and Tasty,94114,2019-02-28,2,28,88.0,Moderate Risk
Coffee Mission,94110,2019-05-14,5,14,81.0,Low Risk
Chef Hunan,94112,2018-06-06,6,6,82.0,Low Risk
ASIA SF LLC,94103,2017-10-26,10,26,82.0,High Risk
Mission's Kitchen,94110,2019-03-18,3,18,81.0,Moderate Risk
S & E Cafe,94116,2018-06-18,6,18,75.0,Moderate Risk
Sodexo @ Academy of Art University,94102,2018-04-30,4,30,91.0,Low Risk
7-Mission Restaurant,94103,2017-12-13,12,13,92.0,Moderate Risk
Bon Appetit Management Co,94105,2017-06-01,6,1,93.0,High Risk
Missionaries of Charity,94112,2016-12-14,12,14,94.0,Low Risk
Cafe Creme de Hayes Valley,94102,2017-04-28,4,28,87.0,Moderate Risk
VIKINGS GIANT SUBMARINE SANDWICHES,94123,2016-09-14,9,14,86.0,Low Risk
Chanvi,94103,2019-03-14,3,14,65.0,Low Risk
Casa Mayah Restaurant,94102,2017-12-12,12,12,81.0,High Risk
Poke Bowl,94132,2018-07-27,7,27,94.0,Low Risk
Jelly Donut,94110,2017-09-20,9,20,77.0,Low Risk
PUNJAB KABAB HOUSE,94102,2019-02-20,2,20,83.0,Low Risk
Eight AM,94133,2018-06-11,6,11,90.0,Low Risk
MOMO'S,94107,2018-08-14,8,14,86.0,Moderate Risk
Garden Creamery,94110,2019-05-01,5,1,96.0,Moderate Risk
Beanstalk - Inner Richmond,94118,2019-02-14,2,14,96.0,Low Risk
MARRAKECH MORROCAN RESTAURANT,94102,2019-08-06,8,6,87.0,Low Risk
Nojo,94102,2018-09-26,9,26,94.0,Moderate Risk
KING ELEMENTARY SCHOOL,94107,2018-02-27,2,27,96.0,Moderate Risk
Cumaica Coffee,94118,2018-07-24,7,24,92.0,Low Risk
CAFE INTERNATIONAL,94117,2017-11-30,11,30,91.0,High Risk
NORIEGA TERIYAKI HOUSE,94122,2019-01-10,1,10,70.0,Low Risk
RM 212,94111,2018-06-22,6,22,77.0,High Risk
Adam's Grub LLC,94158,2018-06-27,6,27,81.0,Low Risk
Capannina,94123,2017-11-07,11,7,90.0,Moderate Risk
Elaine's Kitchen,94133,2019-04-08,4,8,69.0,High Risk
El Antigua Cafe Corporation,94116,2019-08-06,8,6,90.0,Moderate Risk
The Battery - Prep Kitchen,94111,2016-10-25,10,25,93.0,High Risk
CAFE LA TAZA,94110,2018-10-25,10,25,80.0,Moderate Risk
Hollow Cow,94123,2017-11-17,11,17,86.0,Moderate Risk
Nute's,94110,2018-05-09,5,9,96.0,Low Risk
Duc Loi Supermarket,94110,2017-08-21,8,21,70.0,Moderate Risk
Mission Beach Cafe,94103,2019-01-23,1,23,65.0,High Risk
SHANGRILA VEGETARIAN REST,94122,2018-06-28,6,28,81.0,High Risk
WHAT THE CLUCK,94117,2019-04-23,4,23,85.0,Low Risk
Burmese Kitchen,94118,2017-10-19,10,19,79.0,Moderate Risk
Garajito,94103,2018-06-11,6,11,87.0,Moderate Risk
Muracci's Japanese Restaurant,94108,2018-01-26,1,26,75.0,Low Risk
Happy Donuts,94134,2019-05-08,5,8,94.0,Low Risk
Beautifull LLC,94118,2018-06-07,6,7,81.0,Moderate Risk
Bellissimo Pizza,94109,2017-03-22,3,22,85.0,Low Risk
Ayola,94108,2016-08-22,8,22,90.0,Moderate Risk
MONG THU COFFEE SHOP,94102,2017-01-12,1,12,83.0,Low Risk
Matko,94105,2019-03-20,3,20,83.0,Moderate Risk
MANORA'S THAI CUISINE,94103,2019-02-25,2,25,88.0,Low Risk
Bread and Cocoa,94104,2017-10-27,10,27,74.0,Moderate Risk
Cafe Prague,94111,2016-11-16,11,16,70.0,Moderate Risk
Gabby's Market & Deli,94105,2018-08-20,8,20,90.0,Moderate Risk
City View Restaurant,94111,2016-11-09,11,9,68.0,Moderate Risk
Jelly Donut,94110,2019-02-26,2,26,80.0,Low Risk
Home Cafe,94122,2018-05-02,5,2,89.0,Low Risk
Mixt Greens/Mixt,94105,2018-05-10,5,10,87.0,Low Risk
WE BE SUSHI,94110,2019-05-23,5,23,90.0,Low Risk
Wild Pepper,94110,2018-11-29,11,29,77.0,Moderate Risk
Little Sweet,94118,2018-06-29,6,29,77.0,Moderate Risk
Cafe Valencia,94110,2018-04-13,4,13,90.0,Moderate Risk
Courtney's Produce II,94114,2019-04-12,4,12,79.0,Moderate Risk
Lucky Creation Vegetarian Restaurant LLC,94108,2018-12-27,12,27,85.0,Low Risk
Union Street Produce,94133,2017-02-07,2,7,96.0,Moderate Risk
Ma's Dim Sum & Cafe,94133,2018-12-10,12,10,71.0,Moderate Risk
Peet's Coffee and Tea,94132,2016-12-15,12,15,90.0,Low Risk
COSTCO WHOLESALE,94107,2017-10-25,10,25,94.0,Moderate Risk
GAS & SHOP,94110,2019-08-07,8,7,92.0,Low Risk
GOURMET DIM SUM & CAFE,94118,2019-06-25,6,25,82.0,Low Risk
MICADO  RESTAURANT,94122,2019-07-18,7,18,79.0,High Risk
STARBUCKS,94102,2019-05-08,5,8,88.0,Moderate Risk
University Club,94108,2019-05-15,5,15,92.0,Low Risk
Ocean Thai,94132,2019-02-22,2,22,80.0,Moderate Risk
Chang's Kitchen,94122,2019-05-30,5,30,79.0,High Risk
STARBUCKS,94122,2018-12-26,12,26,98.0,Low Risk
Belly Burger,94121,2018-12-03,12,3,79.0,High Risk
Mymy,94109,2017-10-30,10,30,94.0,Low Risk
HAI SUN RESTAURANT,94123,2019-05-15,5,15,83.0,Low Risk
"Le Soleil International Holdings, Inc",94118,2018-01-08,1,8,85.0,Low Risk
Happy Chinese Restaurant,94133,2018-11-28,11,28,84.0,Low Risk
Palio D'Asti,94111,2019-04-23,4,23,86.0,Moderate Risk
Brenda's French Soul Food,94102,2019-03-01,3,1,67.0,High Risk
SHERMAN MARKET,94123,2016-09-19,9,19,81.0,Low Risk
St. Ignatius,94116,2019-03-11,3,11,94.0,Moderate Risk
94938 Anchor Grill Cart,94107,2018-09-11,9,11,96.0,Moderate Risk
Evergreen Garden Restaurant,94110,2018-02-26,2,26,83.0,Moderate Risk
San Francisco Proper Hotel,94102,2018-06-13,6,13,98.0,Low Risk
Wing Lee BBQ Restaurant,94118,2018-06-11,6,11,86.0,Moderate Risk
Mateo's Taqueria,94110,2019-04-16,4,16,86.0,Low Risk
El Gran Taco Loco,94112,2019-05-06,5,6,76.0,High Risk
CINDERELLA BAKERY & CAFE,94118,2019-03-12,3,12,87.0,High Risk
HWA LEI MARKET,94103,2018-05-22,5,22,82.0,Moderate Risk
A-1 BAKERY,94112,2017-09-29,9,29,90.0,Low Risk
Boss Supermarket,94122,2019-07-16,7,16,85.0,High Risk
Da Cafe,94118,2016-09-07,9,7,48.0,High Risk
Bacon Bacon LLC,94117,2019-06-05,6,5,85.0,High Risk
Escape From New York Pizza,94117,2018-05-08,5,8,94.0,Moderate Risk
Meraki,94109,2019-04-26,4,26,90.0,Moderate Risk
MONGKOK DIM SUM & RESTAURANT,94122,2016-12-05,12,5,86.0,Moderate Risk
HUNAN CHEF,94110,2018-03-27,3,27,77.0,Low Risk
"Chutney USA, Inc.",94102,2019-01-18,1,18,73.0,Low Risk
Brown Sugar Factory,94110,2019-04-17,4,17,87.0,High Risk
Harrison Shell,94103,2017-01-06,1,6,90.0,Low Risk
SAN BRUNO SUPERMARKET,94134,2018-12-03,12,3,73.0,Moderate Risk
Union Square Sports Bar,94102,2017-10-18,10,18,84.0,Moderate Risk
Azalina's,94103,2018-04-20,4,20,91.0,Low Risk
Allstars Cafe Inc,94102,2017-08-29,8,29,83.0,Low Risk
DESTINATION BAKING COMPANY,94131,2017-01-04,1,4,86.0,Low Risk
Nick's Lighthouse,94133,2019-07-16,7,16,92.0,Moderate Risk
Kaisen Sushi,94103,2018-04-16,4,16,86.0,Moderate Risk
Twister,95112,2019-05-24,5,24,90.0,Moderate Risk
Bei Fang Style,94122,2018-05-02,5,2,88.0,Moderate Risk
VANIDA THAI KITCHEN,94116,2017-07-26,7,26,65.0,Moderate Risk
Hollow Cow,94123,2017-05-22,5,22,83.0,Low Risk
"SAN FRANCISCO SCHOOL, THE",94134,2017-09-27,9,27,96.0,Moderate Risk
Kaya,94102,2018-08-23,8,23,84.0,Low Risk
MI FAMILIA TAQUERIA,94117,2019-06-11,6,11,87.0,Moderate Risk
KIRIN RESTAURANT,94121,2019-07-29,7,29,77.0,Low Risk
Larkin Street Youth Center,94109,2017-02-28,2,28,76.0,Moderate Risk
Saru,94114,2018-07-12,7,12,94.0,Low Risk
Harbor Villa Restaurant,94131,2017-11-28,11,28,69.0,Low Risk
Paradise Coffee & Donut,94102,2017-10-24,10,24,89.0,High Risk
New Cheung Hing Restaurant LLC.,94122,2018-07-10,7,10,83.0,Moderate Risk
"Good Life Grocery, The",94110,2016-09-08,9,8,90.0,Low Risk
Canyon Market,94131,2019-02-04,2,4,83.0,Moderate Risk
Mangrove Kitchen,94117,2018-06-28,6,28,88.0,Low Risk
Patxi's Pizza,94114,2017-10-19,10,19,92.0,Low Risk
"Binis Kitchen, LLC",94104,2019-04-02,4,2,90.0,Low Risk
La Taqueria Guadalajara,94110,2017-09-20,9,20,86.0,Low Risk
GARDEN HOUSE CAFE,94121,2019-06-12,6,12,88.0,Low Risk
Jimmy John's - Galleria,94104,2017-11-14,11,14,92.0,Moderate Risk
Barcha,94105,2019-02-05,2,5,80.0,Low Risk
Tierra Mia Coffee Company,94110,2018-04-16,4,16,98.0,Low Risk
Sunrise Deli,94122,2019-07-25,7,25,85.0,Moderate Risk
B Restaurant,94103,2019-06-26,6,26,85.0,Low Risk
KENTUCKY FRIED CHICKEN #249,94109,2016-11-08,11,8,78.0,Low Risk
San Tung #2,94122,2018-04-10,4,10,90.0,Moderate Risk
HARTE ELEMENTARY SCHOOL,94124,2017-02-17,2,17,96.0,Moderate Risk
Thanh Tam II,94103,2016-09-01,9,1,78.0,Moderate Risk
Canchola's Bar,94110,2016-08-31,8,31,89.0,Low Risk
"Halal Green Apple Market, Inc.",94109,2018-05-22,5,22,89.0,High Risk
Russian Renaissance Restaurant,94118,2017-09-29,9,29,88.0,Moderate Risk
BAIANO SUNSET,94122,2019-07-24,7,24,94.0,Moderate Risk
Toy Boat Dessert Cafe,94118,2016-11-14,11,14,86.0,Moderate Risk
Big Fish Little Fish Poke,94105,2019-07-31,7,31,83.0,Moderate Risk
GORDO TAQUERIA #6,94121,2019-02-20,2,20,91.0,Low Risk
Alex Gourmet Burrito,94111,2019-03-19,3,19,85.0,Moderate Risk
Bellissimo Pizza,94109,2017-03-22,3,22,85.0,High Risk
"Guckenheimer - Square, Inc.",94103,2019-07-08,7,8,87.0,High Risk
HIDIVE,94105,2016-08-19,8,19,90.0,Moderate Risk
New Mangia Tutti Ristorante,94111,2019-03-20,3,20,85.0,High Risk
Miss Tomato Sandwich Shop,94111,2019-06-26,6,26,81.0,Low Risk
RICHMOND NEW MAY WAH SUPERMARKET,94118,2018-07-26,7,26,74.0,Moderate Risk
LITTLE JOES PIZZA REST.,94112,2017-05-04,5,4,92.0,Moderate Risk
DIANDA'S ITAL-AMER.PASTRY CO.,94110,2016-10-18,10,18,96.0,Low Risk
The Sentinel,94104,2019-04-22,4,22,80.0,High Risk
Lobster ME,94103,2019-06-03,6,3,87.0,Moderate Risk
Chongqing Xiaomian,94133,2016-08-30,8,30,84.0,Moderate Risk
Judahlicious Juice,94122,2018-04-25,4,25,90.0,Low Risk
UNITED LIQUORS & DELI,94123,2017-11-28,11,28,94.0,Low Risk
HOLY GELATO,94122,2019-04-11,4,11,88.0,Moderate Risk
Bluestone Lane,94111,2019-06-05,6,5,81.0,Low Risk
GOLDEN SABA SEAFOOD,94111,2019-03-12,3,12,86.0,Low Risk
EMPEROR PALACE RESTAURANT,94118,2019-05-15,5,15,84.0,Low Risk
Whole Foods Market,94109,2019-01-11,1,11,88.0,Low Risk
Yuyu Sushi,94132,2017-01-31,1,31,90.0,Moderate Risk
Kama Sushi Soma,94103,2017-02-14,2,14,82.0,Low Risk
Fayala,94105,2018-08-01,8,1,78.0,High Risk
New Jumbo Seafood Restaurant,94122,2019-01-23,1,23,57.0,Moderate Risk
Elmira Rosticceria,94102,2018-04-26,4,26,79.0,High Risk
Lafayette Coffee Shop,94109,2018-01-08,1,8,67.0,Low Risk
All stars Donuts,94118,2016-10-12,10,12,86.0,Low Risk
CHINA EXPRESS,94110,2019-07-22,7,22,86.0,Moderate Risk
PORTICO,94103,2017-06-21,6,21,79.0,High Risk
Fresh Meat Seafood Market,94110,2017-09-20,9,20,92.0,Low Risk
House of Thai,94109,2017-10-16,10,16,90.0,Moderate Risk
PALOMINO EURO-BISTRO,94105,2016-09-08,9,8,86.0,High Risk
Lung Fung Bakery,94121,2018-05-30,5,30,85.0,Moderate Risk
Kaiju Eats Inc,94118,2019-04-29,4,29,78.0,Moderate Risk
Woori Food Market,94115,2018-03-14,3,14,87.0,Low Risk
Whole Cakes,94105,2018-05-01,5,1,89.0,Low Risk
SHERIDAN ELEMENTARY SCHOOL,94112,2017-09-19,9,19,96.0,Low Risk
Whole Foods Market,94114,2019-07-08,7,8,98.0,Low Risk
TROYA MEDITERRANEAN SOMA,94107,2019-06-03,6,3,85.0,Moderate Risk
Olivo's Taqueria,94109,2017-09-12,9,12,85.0,Low Risk
Perry's Embarcadero,94105,2017-06-20,6,20,80.0,High Risk
S & T Hong Kong Seafood,94122,2019-07-16,7,16,69.0,High Risk
Mission Minis,94110,2018-11-07,11,7,88.0,Low Risk
PACIFIC PLAZA CAFE,94109,2016-11-29,11,29,90.0,Low Risk
Peet's Coffee & Tea,94105,2018-04-27,4,27,90.0,Low Risk
The Fine Mousse,94133,2016-10-14,10,14,84.0,Moderate Risk
"7-Eleven, Store 2231-33006B",94133,2019-07-22,7,22,94.0,Low Risk
"Williams-Sonoma, Inc.",94133,2018-06-01,6,1,90.0,Moderate Risk
BIMI POKE,94103,2019-06-07,6,7,85.0,Moderate Risk
7 Eleven Store #2366-22627D,94118,2018-09-28,9,28,92.0,Moderate Risk
Woodhouse Fish Company,94114,2018-09-12,9,12,87.0,Moderate Risk
RINCON PERUANO RESTAURANT,94110,2019-03-13,3,13,92.0,Low Risk
STARBUCKS,94103,2019-04-16,4,16,98.0,Low Risk
Cafe Med,94104,2019-02-06,2,6,81.0,Moderate Risk
Soo Fong Restaurant,94124,2018-05-07,5,7,92.0,Moderate Risk
FRINGALE,94107,2018-05-17,5,17,87.0,Low Risk
Paparikas,94111,2017-02-24,2,24,86.0,Low Risk
Golden Donuts,94121,2019-02-07,2,7,90.0,Low Risk
ZHONG SHAN RESTAURANT,94116,2019-06-28,6,28,86.0,Moderate Risk
Sodini's Restaurant,94133,2019-06-05,6,5,86.0,Low Risk
Osha Express,94105,2018-01-22,1,22,76.0,Low Risk
Cassava,94121,2018-02-12,2,12,85.0,Low Risk
The Creamery,94107,2019-02-05,2,5,90.0,Moderate Risk
Sushirrito,94105,2019-06-25,6,25,80.0,High Risk
Hard Knox Cafe,94121,2018-05-14,5,14,90.0,Low Risk
Cafe Bakery,94122,2016-08-29,8,29,80.0,Low Risk
China House Jumbo Seafood Restaurant,94133,2018-02-07,2,7,86.0,Moderate Risk
TAQUERIA EL FAROLITO,94110,2018-07-30,7,30,88.0,Low Risk
Ben Thai Cafe,94109,2018-04-16,4,16,94.0,Low Risk
Cafe Insalata,94111,2019-04-30,4,30,82.0,Moderate Risk
Kaiju Eats Inc,94118,2018-01-16,1,16,77.0,Moderate Risk
Banh Mi House,94134,2019-02-06,2,6,94.0,Low Risk
Lee's Deli,94104,2017-10-04,10,4,86.0,Moderate Risk
Mint,94102,2018-05-24,5,24,85.0,Moderate Risk
PETES BARBEQUE,94110,2018-02-08,2,8,87.0,Low Risk
STARBUCKS,94103,2018-03-28,3,28,98.0,Low Risk
City Discount Meat & Grocery Market,94110,2018-04-03,4,3,74.0,Low Risk
Darwin Cafe,94107,2017-01-05,1,5,74.0,High Risk
Mikado Sushi Inc.,94103,2019-01-14,1,14,69.0,Low Risk
LITTLE SUSHI BAR,94121,2019-01-03,1,3,91.0,Low Risk
Cigar Bar and Grill,94133,2016-12-29,12,29,90.0,Moderate Risk
NAPOLI PIZZA RESTAURANT,94109,2019-03-14,3,14,88.0,Low Risk
Subway Sandwiches,94109,2017-07-19,7,19,88.0,Low Risk
SF NEWA,94102,2019-02-06,2,6,88.0,Low Risk
San Francisco Hometown Creamery,94122,2018-01-30,1,30,94.0,Moderate Risk
Stop-N-Wrap,94112,2019-06-21,6,21,84.0,Moderate Risk
5 Degree Tea House,94134,2017-01-04,1,4,90.0,Low Risk
505 Pinterest Dining Garage Level Kitchen and 2nd Floor Staging,94105,2018-03-30,3,30,89.0,High Risk
El Paraiso,94110,2019-03-26,3,26,79.0,High Risk
MANORA'S THAI CUISINE,94103,2017-10-24,10,24,84.0,High Risk
FRINGALE,94107,2018-05-17,5,17,87.0,Low Risk
The Pier Market,94133,2018-06-06,6,6,92.0,Low Risk
Lee's Deli,94111,2016-12-27,12,27,78.0,High Risk
Waraku,94115,2018-08-27,8,27,90.0,Low Risk
Golden Gate University Bookstore,94105,2017-02-21,2,21,90.0,Moderate Risk
2227 Irving Seafood Market Inc,94122,2019-05-02,5,2,77.0,Low Risk
Slurp Noodle Bar,94114,2018-04-09,4,9,83.0,High Risk
Alimento,94133,2016-11-02,11,2,96.0,Moderate Risk
Poke Life,94158,2017-05-11,5,11,90.0,Low Risk
Town School For Boys,94115,2017-09-05,9,5,92.0,Low Risk
La Boulangerie de San Francisco,94123,2016-10-05,10,5,92.0,Low Risk
TENDERLOIN ELEMENTARY SCHOOL,94102,2018-04-05,4,5,88.0,Low Risk
Bluestone Lane,94103,2017-12-07,12,7,96.0,Moderate Risk
"Williams-Sonoma, Inc.",94111,2018-07-31,7,31,85.0,High Risk
Chongqing Xiaomian,94133,2018-12-26,12,26,74.0,High Risk
Liberty Cheesesteak,94103,2018-11-01,11,1,94.0,Low Risk
Burger King #4668,94110,2017-10-18,10,18,81.0,Low Risk
Mission Hunan Restaurant,94103,2016-09-01,9,1,94.0,Low Risk
Pho Dong Huong,94127,2019-07-23,7,23,92.0,Moderate Risk
LITTLE HENRY'S,94121,2018-05-01,5,1,90.0,Low Risk
Little Sweet,94118,2018-06-29,6,29,77.0,Moderate Risk
New World Market,94121,2018-09-17,9,17,76.0,High Risk
PHILIPPINE DELICACIES,94112,2019-01-09,1,9,81.0,Low Risk
Om Indian Cuisine,94117,2018-07-23,7,23,85.0,Moderate Risk
EL RINCONCITO CATRACHO 2,94110,2019-03-12,3,12,74.0,Moderate Risk
JIM GEORGIE'S DONUT,94103,2017-11-08,11,8,81.0,High Risk
Mo's Grill,94133,2017-10-16,10,16,80.0,Moderate Risk
AMC-Level #2,94109,2018-03-13,3,13,90.0,Low Risk
No No Burger,94103,2016-10-08,10,8,94.0,Moderate Risk
Chongqing Xiaomian,94133,2017-11-15,11,15,86.0,Low Risk
Burger King #4474,94102,2019-07-03,7,3,80.0,Moderate Risk
Sweetheart Cafe,94108,2017-12-28,12,28,65.0,Low Risk
BRAVO PIZZA,94112,2019-05-16,5,16,86.0,Moderate Risk
Cabin,94109,2017-10-16,10,16,98.0,Low Risk
Philz Coffee,94112,2018-07-05,7,5,86.0,Moderate Risk
STARBUCKS,94105,2017-10-17,10,17,98.0,Low Risk
1601 Bar & Kitchen,94103,2017-07-25,7,25,78.0,Moderate Risk
COLLEGE MARKET,94109,2019-02-20,2,20,77.0,Low Risk
LAKESHORE ELEMENTARY SCHOOL,94132,2017-01-18,1,18,92.0,Moderate Risk
Bernal Heights Market,94110,2017-12-26,12,26,93.0,High Risk
Lers Ros 16th Street,94103,2018-10-04,10,4,62.0,Low Risk
HWA LEI MARKET,94103,2017-09-08,9,8,77.0,Low Risk
Guang Dong Barbecue Tea House,94122,2019-07-18,7,18,82.0,Moderate Risk
Me and Tasty,94114,2019-02-28,2,28,88.0,Moderate Risk
Hunan Cafe #2,94121,2018-04-19,4,19,84.0,Moderate Risk
Sweet Passion Bakery,94116,2018-06-20,6,20,92.0,Moderate Risk
Baked Bear,94133,2019-01-09,1,9,94.0,Low Risk
TWO JACKS SEAFOOD,94117,2018-01-04,1,4,87.0,High Risk
Shabu Club,94118,2019-05-07,5,7,87.0,Moderate Risk
Yuet Lee Restaurant,94133,2017-06-07,6,7,88.0,Moderate Risk
Mother Goose School,94121,2017-09-27,9,27,87.0,Low Risk
Altalena Vinoteca,94133,2018-12-18,12,18,96.0,Low Risk
SAN FRANCISCO SOUP COMPANY,94103,2017-09-20,9,20,98.0,Low Risk
MARTHA & BROS COFFEE CO,94110,2017-08-29,8,29,87.0,High Risk
MONGKOK DIM SUM & RESTAURANT,94122,2018-07-16,7,16,88.0,Low Risk
La Folie,94109,2018-02-23,2,23,92.0,Low Risk
Toma,94123,2018-01-04,1,4,92.0,Low Risk
"PARAMOUNT SUPERSTARS, INC.",94118,2019-05-29,5,29,81.0,Low Risk
Dinosaurs,94114,2019-01-18,1,18,96.0,Moderate Risk
The Hamlin School,94115,2017-09-08,9,8,87.0,Moderate Risk
Upcider,94109,2018-02-28,2,28,94.0,Low Risk
Bon Appetit Management Co,94105,2019-04-18,4,18,92.0,Moderate Risk
1601 Bar & Kitchen,94103,2018-05-31,5,31,90.0,Low Risk
Git Hub,94107,2018-08-09,8,9,84.0,Moderate Risk
A16,94123,2018-01-05,1,5,96.0,Low Risk
Cha-Ya Restaurant,94110,2018-07-19,7,19,89.0,High Risk
STARBUCKS,94102,2018-04-17,4,17,88.0,Low Risk
Estas Manos Coffee Roasters,94105,2019-07-01,7,1,98.0,Low Risk
Kio Ramen,94121,2018-06-27,6,27,83.0,Low Risk
Good MongKok Bakery,94108,2019-01-02,1,2,75.0,Low Risk
Ha Nam Ninh Restaurant,94109,2019-03-05,3,5,70.0,Low Risk
Lemongrass Thai Cuisine,94109,2018-01-03,1,3,92.0,Moderate Risk
Pancho's Salsa Bar & Grill,94109,2017-09-08,9,8,85.0,High Risk
VBowls LLC,94110,2019-05-08,5,8,58.0,High Risk
Cable Car Restaurant,94133,2017-08-24,8,24,76.0,High Risk
Juicy Fruit,94133,2016-08-23,8,23,75.0,High Risk
Sam's Market,94110,2018-02-08,2,8,92.0,Low Risk
Tokyo Express Restaurant,94103,2016-10-07,10,7,80.0,Moderate Risk
Pho Hour,94103,2019-01-16,1,16,76.0,High Risk
SERRANO'S PIZZA II,94110,2018-01-23,1,23,80.0,Moderate Risk
McDONALD'S,94110,2016-10-24,10,24,84.0,Moderate Risk
Le Regency,94108,2017-10-20,10,20,79.0,Moderate Risk
Last Drop Tavern,94108,2019-01-18,1,18,79.0,High Risk
Bar 587,94102,2018-05-10,5,10,89.0,Low Risk
Uncle Boy's,94118,2018-07-10,7,10,96.0,Low Risk
Belly Burger,94121,2016-10-12,10,12,83.0,High Risk
Mangiare,94134,2017-01-24,1,24,87.0,Low Risk
KIM HOANG CAFE & FAST FOOD,94102,2017-04-10,4,10,79.0,Low Risk
United Irish Cultural Center,94116,2018-01-18,1,18,90.0,Moderate Risk
La Boulangerie de San Francisco,94123,2018-07-30,7,30,76.0,Moderate Risk
Alchemist/Woodbury,94107,2019-07-25,7,25,82.0,Moderate Risk
Sun Rise Restaurant,94110,2019-04-15,4,15,96.0,Moderate Risk
J C Market,94133,2018-12-19,12,19,100.0,Low Risk
CREPES ON COLE,94117,2017-12-01,12,1,92.0,Low Risk
Regalito Rosticeria,94110,2018-09-25,9,25,90.0,Moderate Risk
Godiva Chocolatier,94103,2019-01-16,1,16,94.0,Low Risk
Jang Soo BBQ,94121,2018-08-16,8,16,83.0,Low Risk
Akiba,94121,2018-11-15,11,15,96.0,Low Risk
Carbon Grill,94118,2019-07-10,7,10,81.0,High Risk
Episcopal Community Services,94109,2017-03-27,3,27,90.0,Low Risk
Golden Veggie Market,94109,2017-08-28,8,28,88.0,Moderate Risk
Another Cafe,94109,2016-10-27,10,27,87.0,Low Risk
Meraki,94109,2018-10-16,10,16,82.0,High Risk
Kabuki Cinema Balcony Bar,94115,2018-08-17,8,17,90.0,Moderate Risk
NAPOLI PIZZA RESTAURANT,94109,2019-03-14,3,14,88.0,Low Risk
Swiss Louis Restaurant,94133,2018-05-10,5,10,87.0,Low Risk
Three Babes Bakeshop,94124,2019-03-15,3,15,98.0,Low Risk
Tokyo Express Battery,94111,2017-10-17,10,17,78.0,Low Risk
DRAGON CITY BAKERY & CAFE,94110,2016-12-06,12,6,84.0,Low Risk
OOLA RESTAURANT & BAR,94103,2017-08-15,8,15,83.0,Moderate Risk
Tommy's Joynt,94109,2019-01-10,1,10,83.0,High Risk
Connecticut Yankee,94107,2018-06-26,6,26,90.0,Moderate Risk
Ten Ren Tea,94108,2019-05-02,5,2,94.0,Moderate Risk
CHOUQUET'S,94115,2019-02-21,2,21,82.0,Moderate Risk
Golden Gate Park Golf Course,94121,2018-04-13,4,13,90.0,Low Risk
Boudin Bakery,94133,2017-07-13,7,13,85.0,High Risk
ABC Falafel,94109,2018-08-16,8,16,80.0,High Risk
Harrison Shell,94103,2017-12-21,12,21,84.0,Moderate Risk
Casa Mayah Restaurant,94102,2018-07-31,7,31,87.0,Moderate Risk
Cafe Bakery,94122,2016-08-29,8,29,90.0,Low Risk
CROSSROAD PIZZERIA,94102,2019-01-29,1,29,92.0,Low Risk
